user_id,user_active_degree,is_lowactive_period,is_live_streamer,is_video_author,follow_user_num,follow_user_num_range,fans_user_num,fans_user_num_range,friend_user_num,friend_user_num_range,register_days,register_days_range,onehot_feat0,onehot_feat1,onehot_feat2,onehot_feat3,onehot_feat4,onehot_feat5,onehot_feat6,onehot_feat7,onehot_feat8,onehot_feat9,onehot_feat10,onehot_feat11,onehot_feat12,onehot_feat13,onehot_feat14,onehot_feat15,onehot_feat16,onehot_feat17
3937,full_active,0,0,1,108,"(100,150]",1,"[1,10)",0,0,341,181-365,1,1,10,508,0,0,1,6,14,4,4,0,0,0,0,0,0,0
3938,full_active,0,0,0,12,"(10,50]",12,"[10,100)",6,"[5,30)",871,730+,0,2,17,647,2,0,0,21,308,5,4,0,1,0,0,0,0,0
3939,full_active,0,0,0,4,"(0,10]",1,"[1,10)",0,0,165,91-180,0,1,25,1030,0,0,1,19,54,4,2,0,0,1,0,0,0,0
3940,high_active,0,0,0,15,"(10,50]",0,0,0,0,91,61-90,0,1,25,1021,0,0,0,13,292,4,2,0,0,0,0,0,0,0
3941,full_active,0,0,0,12,"(10,50]",10,"[10,100)",0,0,314,181-365,1,2,8,152,1,0,1,19,256,4,0,0,1,0,0,0,0,0
3942,full_active,0,0,0,13,"(10,50]",3,"[1,10)",3,"[1,5)",39,31-60,1,4,8,152,1,0,1,15,179,4,3,0,1,0,0,0,0,0
3943,full_active,0,0,0,22,"(10,50]",5,"[1,10)",1,"[1,5)",286,181-365,0,1,8,198,0,0,1,4,192,5,3,0,0,0,1,0,0,0
3944,full_active,0,0,0,198,"(150,250]",1,"[1,10)",1,"[1,5)",240,181-365,0,6,23,89,,0,0,2,51,2,2,0,0,0,0,0,0,0
3945,full_active,0,0,0,189,"(150,250]",4,"[1,10)",1,"[1,5)",331,181-365,0,4,8,308,1,0,1,35,11,2,2,0,0,0,0,0,0,0
3946,full_active,0,0,0,28,"(10,50]",5,"[1,10)",0,0,884,730+,1,4,25,957,0,0,0,11,78,6,2,0,1,0,0,0,0,0
3947,full_active,0,0,0,1,"(0,10]",1,"[1,10)",0,0,189,91-180,1,1,25,1019,0,0,1,37,249,6,2,0,0,0,0,0,0,0
3948,full_active,0,0,0,6,"(0,10]",0,0,0,0,63,31-60,1,1,24,888,2,0,1,6,123,2,2,0,0,0,0,0,0,0
3949,full_active,0,0,0,22,"(10,50]",2,"[1,10)",0,0,84,61-90,0,1,8,240,1,0,0,18,71,1,2,0,0,0,0,0,0,0
3950,full_active,0,0,0,9,"(0,10]",2,"[1,10)",1,"[1,5)",95,61-90,0,1,24,859,1,0,1,6,14,4,4,0,0,0,0,0,0,0
3951,full_active,0,0,0,100,"(100,150]",11,"[10,100)",1,"[1,5)",315,181-365,1,5,8,271,1,0,0,25,188,4,2,0,0,0,0,0,0,0
3952,full_active,0,1,1,350,"(250,500]",192,"[100,1k)",77,"[60,120)",868,730+,1,3,24,891,2,0,1,6,35,5,2,0,0,0,0,0,0,0
3953,full_active,0,0,0,2,"(0,10]",1,"[1,10)",1,"[1,5)",54,31-60,1,1,8,333,1,0,1,46,208,5,2,0,0,0,0,0,0,0
3954,full_active,0,0,0,126,"(100,150]",26,"[10,100)",4,"[1,5)",410,366-730,1,5,25,985,0,0,0,44,27,6,2,0,0,1,0,0,0,0
3955,full_active,0,0,0,24,"(10,50]",3,"[1,10)",0,0,300,181-365,1,6,1,455,3,0,0,2,51,2,2,2,0,0,0,1,0,0
3956,full_active,0,0,0,11,"(10,50]",4,"[1,10)",0,0,334,181-365,1,1,8,329,0,0,1,20,12,6,2,0,1,0,0,0,0,0
3957,full_active,0,0,0,4,"(0,10]",2,"[1,10)",0,0,194,181-365,1,2,25,1043,1,0,1,6,144,6,2,0,1,0,0,0,0,0
3958,full_active,0,0,0,21,"(10,50]",1,"[1,10)",0,0,37,31-60,0,3,24,811,1,0,0,11,267,1,3,0,0,1,0,0,0,0
3959,high_active,0,0,1,1736,500+,3,"[1,10)",0,0,203,181-365,0,1,25,998,0,0,1,15,179,4,2,0,1,1,1,0,0,0
3960,full_active,0,0,0,84,"(50,100]",7,"[1,10)",2,"[1,5)",227,181-365,1,6,8,363,2,0,0,21,66,6,4,0,1,0,1,0,0,0
3961,high_active,0,0,0,1,"(0,10]",4,"[1,10)",0,0,252,181-365,1,1,25,981,1,0,0,36,94,5,2,0,0,0,0,0,1,0
3962,high_active,0,0,0,9,"(0,10]",0,0,0,0,235,181-365,0,3,24,865,2,0,0,34,197,5,0,0,0,0,0,0,0,0
3963,full_active,0,0,0,16,"(10,50]",3,"[1,10)",0,0,541,366-730,0,2,24,914,0,0,1,7,56,5,3,0,0,0,0,0,0,0
3964,full_active,0,0,0,10,"(10,50]",1,"[1,10)",0,0,956,730+,0,1,17,629,2,0,1,19,54,4,2,0,0,0,0,0,0,0
3965,full_active,0,0,0,10,"(0,10]",0,0,0,0,164,91-180,1,1,25,987,1,0,1,0,64,5,4,0,0,0,0,0,0,0
3966,full_active,0,0,0,105,"(100,150]",0,0,0,0,330,181-365,0,1,17,659,1,0,1,6,174,6,2,0,0,1,0,0,0,0
3967,full_active,0,0,0,2,"(0,10]",0,0,0,0,67,61-90,0,2,25,982,1,0,1,6,206,2,2,0,0,0,0,0,0,0
3968,full_active,0,0,1,16,"(10,50]",1,"[1,10)",1,"[1,5)",175,91-180,0,1,17,612,1,0,1,37,139,4,2,0,1,0,0,0,0,0
3969,full_active,0,0,0,97,"(50,100]",2,"[1,10)",1,"[1,5)",71,31-60,0,5,8,405,2,0,1,3,297,4,2,0,1,1,0,0,0,0
3970,full_active,0,0,0,32,"(10,50]",2,"[1,10)",2,"[1,5)",249,181-365,0,3,25,1047,1,0,1,4,192,5,2,0,1,0,0,0,0,0
3971,full_active,0,0,0,5,"(0,10]",0,0,0,0,238,181-365,0,1,8,156,0,0,1,16,268,6,2,0,0,0,0,0,0,0
3972,full_active,0,0,0,28,"(10,50]",3,"[1,10)",1,"[1,5)",344,181-365,1,4,21,718,1,0,0,25,301,1,2,0,0,0,0,0,0,0
3973,full_active,0,0,1,9,"(50,100]",0,0,0,0,403,366-730,0,2,17,666,1,0,1,37,249,6,2,0,0,0,0,0,0,0
3974,full_active,0,0,0,111,"(100,150]",1,"[1,10)",0,0,416,366-730,0,4,8,392,2,0,1,19,54,4,2,0,0,0,0,0,0,0
3975,full_active,0,0,0,91,"(150,250]",12,"[10,100)",2,"[1,5)",308,181-365,0,5,8,203,0,0,0,40,92,4,2,0,1,0,0,0,0,0
3976,full_active,0,0,0,33,"(10,50]",0,0,0,0,238,181-365,1,1,13,558,1,0,0,12,88,6,2,0,0,0,0,0,0,0
3977,full_active,0,0,0,8,"(0,10]",2,"[1,10)",1,"[1,5)",360,181-365,1,3,25,1003,0,0,0,25,311,1,4,0,0,0,0,0,0,0
3978,full_active,0,0,0,109,"(100,150]",1,"[1,10)",0,0,298,181-365,1,3,18,595,2,0,0,13,120,3,3,0,0,0,0,0,0,0
3979,high_active,0,0,0,13,"(10,50]",3,"[1,10)",1,"[1,5)",124,91-180,0,1,8,228,0,0,0,13,120,3,2,0,0,0,0,0,0,0
3980,high_active,0,0,0,4,"(0,10]",0,0,0,0,141,91-180,0,1,24,878,1,0,1,6,257,3,4,0,0,0,0,1,0,0
3981,full_active,0,0,0,16,"(10,50]",1,"[1,10)",1,"[1,5)",339,181-365,1,1,10,468,0,0,1,6,14,4,4,0,0,0,0,0,0,0
3982,full_active,0,0,0,4,"(0,10]",0,0,0,0,63,61-90,0,2,8,274,1,0,0,21,233,1,2,0,0,0,0,0,0,0
3983,full_active,0,0,0,4,"(0,10]",0,0,0,0,183,181-365,0,2,8,407,1,0,1,19,54,4,2,0,0,0,0,0,0,0
3984,UNKNOWN,0,0,0,32,"(10,50]",1,"[1,10)",0,0,136,91-180,0,1,25,995,2,0,1,6,191,3,0,0,0,0,0,0,0,0
3985,full_active,0,0,0,13,"(10,50]",0,0,0,0,166,91-180,0,2,25,1032,0,0,0,34,197,5,0,0,1,0,0,0,0,0
3986,full_active,0,0,0,1,"(0,10]",0,0,0,0,137,91-180,0,1,1,452,1,0,1,46,166,4,0,2,0,0,0,0,0,0
3987,full_active,0,0,0,21,"(10,50]",0,0,0,0,347,181-365,1,1,8,282,0,0,1,0,204,3,3,0,0,0,0,0,0,0
3988,full_active,0,0,1,194,"(150,250]",62,"[10,100)",56,"[30,60)",355,181-365,1,6,8,363,2,0,1,19,284,6,2,0,1,1,0,0,0,0
3989,full_active,0,0,1,42,"(10,50]",23,"[10,100)",4,"[1,5)",296,181-365,1,4,17,624,1,0,1,20,58,5,2,0,0,0,0,0,0,0
3990,full_active,0,0,0,24,"(10,50]",1,"[1,10)",0,0,131,91-180,0,1,8,371,1,0,1,16,237,3,3,0,0,0,1,0,0,0
3991,full_active,0,0,0,55,"(50,100]",9,"[1,10)",0,0,106,91-180,0,1,25,1042,0,0,0,12,77,5,2,0,1,1,0,0,0,0
3992,full_active,0,0,0,8,"(0,10]",1,"[1,10)",0,0,327,181-365,1,4,17,652,2,0,1,16,136,3,2,0,0,0,0,0,0,0
3993,high_active,0,0,0,2,"(0,10]",0,0,0,0,173,91-180,0,3,1,451,2,0,1,35,11,2,0,2,0,0,0,0,0,0
3994,UNKNOWN,0,0,1,3,"(0,10]",0,0,0,0,81,31-60,0,2,13,538,0,0,1,6,257,3,3,0,0,0,0,0,0,0
3995,full_active,0,0,0,67,"(50,100]",0,0,0,0,160,91-180,0,4,4,1057,0,0,1,19,194,6,4,0,0,0,0,0,0,0
3996,full_active,0,0,0,35,"(10,50]",0,0,0,0,97,61-90,0,2,25,1047,0,0,1,15,97,3,3,0,1,0,0,0,1,0
3997,full_active,0,0,0,951,500+,40,"[10,100)",34,"[30,60)",244,181-365,0,4,17,647,2,0,1,3,297,4,3,0,0,0,0,0,0,0
3998,full_active,0,0,0,569,500+,9,"[1,10)",2,"[1,5)",140,91-180,0,6,23,112,,0,0,36,87,3,2,0,0,0,0,0,0,0
3999,full_active,0,0,1,74,"(50,100]",30,"[10,100)",12,"[5,30)",312,181-365,0,5,8,149,1,0,0,11,141,3,3,0,0,0,0,0,0,0
4000,full_active,0,0,0,131,"(150,250]",11,"[10,100)",1,"[1,5)",306,181-365,1,1,8,223,1,0,1,20,107,3,2,0,0,0,0,0,0,0
4001,full_active,0,0,0,10,"(0,10]",0,0,0,0,150,91-180,0,1,21,762,0,0,1,19,117,5,3,0,0,0,0,0,0,0
4002,full_active,0,0,0,76,"(50,100]",3,"[1,10)",2,"[1,5)",125,91-180,0,3,8,240,1,0,1,16,291,3,2,0,0,0,0,0,0,0
4003,high_active,0,1,1,247,"(150,250]",3086,"[1k,5k)",178,"[120,250)",955,730+,1,2,24,884,1,0,1,6,257,3,3,0,1,0,0,0,1,0
4004,full_active,0,0,0,12,"(10,50]",0,0,0,0,58,31-60,1,2,8,156,0,0,1,6,35,5,2,0,1,0,0,0,0,0
4005,high_active,0,0,0,40,"(10,50]",9,"[1,10)",1,"[1,5)",1110,730+,1,4,8,162,1,0,0,25,90,5,2,0,0,0,1,0,0,0
4006,full_active,0,0,0,13,"(10,50]",3,"[1,10)",0,0,218,181-365,1,4,7,100,0,0,1,3,297,4,3,0,1,0,1,0,0,0
4007,full_active,0,0,0,3,"(0,10]",1,"[1,10)",0,0,39,31-60,0,1,8,237,0,0,1,7,172,6,2,0,0,0,0,0,0,0
4008,full_active,0,0,0,8,"(0,10]",6,"[1,10)",0,0,156,181-365,0,1,24,884,1,0,1,10,7,1,3,0,0,0,0,0,0,0
4009,full_active,0,0,0,12,"(10,50]",1,"[1,10)",1,"[1,5)",169,91-180,0,1,1,452,2,0,1,20,58,5,0,2,0,0,0,0,0,0
4010,full_active,0,0,0,696,500+,2,"[1,10)",2,"[1,5)",199,181-365,0,6,17,632,2,0,0,12,6,1,2,0,1,0,0,0,0,0
4011,high_active,0,0,0,7,"(0,10]",6,"[1,10)",0,0,268,181-365,1,3,1,451,3,0,1,6,123,2,2,2,0,0,0,0,0,0
4012,full_active,0,0,0,9,"(0,10]",0,0,0,0,216,181-365,0,1,8,419,1,0,1,46,24,6,3,0,1,0,0,0,0,0
4013,full_active,0,0,0,27,"(10,50]",3,"[1,10)",0,0,155,91-180,0,1,8,377,0,0,1,35,11,2,2,0,0,0,0,0,0,0
4014,full_active,0,0,1,137,"(100,150]",11,"[10,100)",4,"[1,5)",164,91-180,0,6,25,1028,0,0,0,12,334,1,3,0,0,0,0,0,0,0
4015,full_active,0,0,0,21,"(10,50]",1,"[1,10)",0,0,182,91-180,0,1,10,468,0,0,1,6,185,3,2,0,0,0,0,0,0,0
4016,high_active,0,0,0,22,"(10,50]",0,0,0,0,202,181-365,0,1,25,998,0,0,0,34,218,6,2,0,0,0,0,0,0,0
4017,full_active,0,0,0,103,"(100,150]",17,"[10,100)",0,0,324,181-365,1,2,25,1041,0,0,1,7,227,3,0,0,0,0,1,0,0,0
4018,full_active,0,0,0,23,"(10,50]",1,"[1,10)",0,0,78,61-90,0,1,25,1030,0,0,1,4,244,5,3,0,0,0,0,0,0,0
4019,high_active,0,0,0,22,"(10,50]",1,"[1,10)",0,0,228,181-365,0,1,8,382,0,0,1,6,257,3,2,0,0,0,0,0,0,0
4020,full_active,0,0,0,111,"(100,150]",0,0,0,0,374,181-365,1,1,17,604,0,0,1,7,227,3,3,0,0,0,0,0,0,0
4021,full_active,0,0,0,176,"(150,250]",2,"[1,10)",1,"[1,5)",115,91-180,0,5,8,137,1,0,0,44,27,6,2,0,0,0,0,0,0,0
4022,full_active,0,0,0,27,"(10,50]",0,0,0,0,35,15-30,1,1,1,452,2,0,1,4,217,6,2,2,1,0,0,0,0,0
4023,full_active,0,0,1,430,"(250,500]",12,"[10,100)",3,"[1,5)",305,181-365,1,6,8,292,0,0,1,10,230,1,3,0,1,1,0,0,0,0
4024,full_active,0,0,0,379,"(250,500]",4,"[1,10)",2,"[1,5)",241,181-365,0,1,17,674,1,0,0,34,133,3,3,0,1,0,0,0,0,0
4025,full_active,0,0,0,121,"(100,150]",4,"[1,10)",2,"[1,5)",158,91-180,0,1,8,367,1,0,1,37,282,1,3,0,0,0,0,0,0,0
4026,full_active,0,0,0,8,"(0,10]",0,0,0,0,134,91-180,0,1,25,981,1,0,0,12,334,1,0,0,0,0,0,0,0,0
4027,full_active,0,0,0,985,500+,7,"[1,10)",3,"[1,5)",582,366-730,0,5,24,922,1,0,0,12,334,1,3,0,1,0,1,0,0,0
4028,full_active,0,0,0,3,"(0,10]",2,"[1,10)",0,0,419,366-730,0,1,8,235,2,0,0,13,199,1,3,0,0,0,0,0,0,0
4029,full_active,0,0,0,3,"(0,10]",1,"[1,10)",0,0,152,91-180,0,1,24,919,1,0,0,11,242,5,2,0,1,0,0,0,0,0
4030,full_active,0,0,0,709,500+,4,"[1,10)",3,"[1,5)",898,730+,0,2,1,452,2,0,1,19,256,4,0,2,0,0,0,0,0,0
4031,full_active,0,0,0,15,"(10,50]",0,0,0,0,220,181-365,1,1,26,1063,0,0,0,34,218,6,4,0,0,0,1,0,0,0
4032,full_active,0,0,1,232,"(250,500]",8,"[1,10)",1,"[1,5)",314,181-365,0,6,17,645,2,0,0,21,84,1,2,0,0,0,0,0,0,0
4033,full_active,0,0,0,12,"(10,50]",12,"[10,100)",0,0,852,730+,1,2,8,307,1,0,0,21,308,5,2,0,0,0,0,0,0,0
4034,full_active,0,0,1,2000,500+,173,"[100,1k)",5,"[5,30)",216,181-365,1,6,8,374,1,0,0,12,338,3,3,0,0,0,0,0,0,0
4035,full_active,0,0,0,8,"(0,10]",2,"[1,10)",0,0,358,181-365,1,4,25,1013,3,0,0,2,51,2,2,0,1,1,1,0,0,0
4036,full_active,0,0,0,62,"(50,100]",1,"[1,10)",0,0,134,91-180,0,4,17,646,3,0,1,37,231,1,3,0,0,0,0,0,0,0
4037,full_active,0,0,0,12,"(10,50]",1,"[1,10)",0,0,150,91-180,0,4,25,992,2,0,1,35,11,2,2,0,1,0,0,0,0,0
4038,full_active,0,0,0,55,"(50,100]",2,"[1,10)",1,"[1,5)",52,31-60,1,3,25,1046,1,0,0,34,261,3,2,0,1,0,0,0,0,0
4039,full_active,0,0,0,4,"(0,10]",0,0,0,0,178,91-180,1,3,25,1046,1,0,1,6,314,3,3,0,0,0,0,0,0,0
4040,full_active,0,0,1,282,"(250,500]",25,"[10,100)",19,"[5,30)",459,366-730,0,6,24,887,2,0,0,21,167,1,4,0,0,1,0,0,0,0
4041,full_active,0,0,0,30,"(10,50]",0,0,0,0,139,91-180,0,1,24,868,3,0,1,19,140,5,0,0,0,0,0,0,0,0
4042,full_active,0,0,0,63,"(50,100]",0,0,0,0,87,61-90,0,1,8,397,3,0,1,37,277,1,3,0,1,0,0,0,0,0
4043,full_active,0,0,0,56,"(50,100]",3,"[1,10)",1,"[1,5)",171,181-365,0,1,24,871,1,0,0,12,327,1,2,0,0,0,0,0,0,0
4044,full_active,0,0,1,147,"(100,150]",3,"[10,100)",7,"[5,30)",220,181-365,1,6,13,570,0,0,0,5,131,1,2,0,0,0,0,0,0,0
4045,full_active,0,0,0,79,"(50,100]",2,"[1,10)",2,"[1,5)",222,181-365,0,1,1,452,1,0,1,46,208,5,3,2,0,1,0,0,0,0
4046,full_active,0,0,0,2,"(10,50]",1,"[1,10)",1,"[1,5)",238,181-365,0,2,24,863,3,0,0,34,15,3,0,0,1,0,0,0,0,0
4047,full_active,0,0,1,35,"(10,50]",7,"[1,10)",4,"[1,5)",148,91-180,0,5,24,884,1,0,0,21,84,1,4,0,0,0,0,0,0,0
4048,full_active,0,0,0,10,"(10,50]",0,0,0,0,220,181-365,1,2,17,685,2,0,1,0,44,3,2,0,0,0,0,1,1,0
4049,full_active,0,0,0,7,"(0,10]",1,"[1,10)",0,0,167,91-180,0,2,17,642,2,0,1,7,172,6,3,0,0,0,0,0,0,0
4050,full_active,0,0,0,8,"(0,10]",0,0,0,0,180,181-365,0,1,23,1017,,0,0,11,290,6,2,0,1,0,0,0,0,0
4051,full_active,0,0,0,60,"(50,100]",0,0,0,0,245,181-365,0,3,8,141,1,0,1,37,139,4,2,0,1,1,0,0,0,0
4052,full_active,0,0,0,49,"(10,50]",0,0,0,0,83,61-90,0,2,17,611,1,0,1,37,145,1,2,0,0,0,0,0,0,0
4053,high_active,0,0,0,7,"(10,50]",1,"[1,10)",0,0,18,31-60,0,1,25,1042,1,0,0,18,50,6,2,0,0,0,0,0,0,0
4054,high_active,0,0,0,4,"(0,10]",6,"[1,10)",0,0,279,181-365,0,1,0,14,1,0,1,19,111,6,0,0,0,0,0,0,0,0
4055,full_active,0,0,0,61,"(50,100]",8,"[1,10)",2,"[1,5)",360,181-365,1,4,8,229,1,0,0,34,169,3,2,0,0,0,0,0,0,0
4056,full_active,0,0,0,5,"(0,10]",3,"[1,10)",0,0,149,91-180,0,1,10,960,0,0,0,11,290,6,2,0,1,0,0,0,0,0
4057,full_active,0,0,0,3,"(0,10]",1,"[1,10)",0,0,133,91-180,0,1,17,613,,0,1,19,54,4,2,0,0,0,0,0,0,0
4058,full_active,0,0,0,122,"(100,150]",3,"[1,10)",1,"[1,5)",641,366-730,0,3,24,887,2,0,0,40,92,4,2,0,0,1,0,0,0,0
4059,high_active,0,0,0,31,"(10,50]",6,"[1,10)",0,0,133,91-180,0,1,24,858,1,0,0,12,248,3,2,0,0,0,0,0,0,0
4060,full_active,0,0,0,32,"(10,50]",0,0,0,0,203,181-365,1,3,25,990,1,0,1,0,204,3,2,0,1,0,1,0,0,0
4061,full_active,0,0,1,24,"(10,50]",4,"[1,10)",0,0,119,91-180,0,2,17,601,1,0,0,12,226,3,2,0,1,0,0,0,0,0
4062,full_active,0,0,0,75,"(50,100]",9,"[1,10)",2,"[1,5)",364,366-730,1,1,25,989,1,0,1,6,123,2,4,0,1,1,0,0,0,0
4063,full_active,0,0,0,41,"(10,50]",2,"[1,10)",0,0,139,91-180,0,5,23,95,,0,0,34,20,6,4,0,0,0,0,0,0,0
4064,full_active,0,0,0,14,"(10,50]",4,"[1,10)",0,0,230,181-365,1,1,13,549,0,0,0,34,321,4,2,0,,,,,,
4065,full_active,0,0,0,326,"(250,500]",13,"[10,100)",0,0,235,181-365,1,3,8,340,0,0,1,19,307,6,2,0,0,0,0,0,0,0
4066,full_active,0,0,0,7,"(0,10]",10,"[10,100)",0,0,255,181-365,0,2,17,654,2,0,0,25,281,1,4,0,1,0,1,0,0,0
4067,full_active,0,0,0,7,"(0,10]",2,"[1,10)",0,0,161,91-180,1,1,8,156,0,0,0,13,120,3,2,0,0,0,0,0,0,0
4068,full_active,0,0,0,12,"(10,50]",0,0,0,0,157,91-180,0,1,8,352,0,0,1,35,11,2,0,0,0,1,0,0,0,0
4069,full_active,0,0,0,235,"(150,250]",3,"[1,10)",0,0,302,181-365,1,6,17,616,1,0,1,6,144,6,4,0,1,0,0,0,0,0
4070,full_active,0,0,1,149,"(150,250]",4,"[1,10)",3,"[1,5)",104,61-90,0,6,24,834,1,0,0,12,88,6,2,0,1,0,0,0,0,0
4071,full_active,0,0,1,1768,500+,3,"[1,10)",1,"[1,5)",184,91-180,0,1,8,280,0,0,1,45,153,4,2,0,0,0,0,0,0,0
4072,full_active,0,0,0,1,"(0,10]",0,0,0,0,107,61-90,0,1,8,259,2,0,0,21,308,5,3,0,0,0,0,0,0,0
4073,high_active,0,0,0,8,"(0,10]",5,"[1,10)",0,0,313,181-365,1,1,24,912,0,0,1,4,98,6,3,0,0,0,0,0,0,0
4074,full_active,0,0,0,191,"(150,250]",10,"[10,100)",5,"[5,30)",278,181-365,0,4,24,843,1,0,0,12,88,6,2,0,0,0,0,0,0,0
4075,high_active,0,0,0,1,"(0,10]",2,"[1,10)",0,0,191,91-180,0,1,1,426,3,0,1,35,11,2,2,1,1,0,0,0,0,0
4076,full_active,0,0,0,54,"(50,100]",1,"[1,10)",0,0,163,91-180,1,4,24,889,2,0,1,19,151,5,2,0,0,0,0,0,0,0
4077,full_active,0,0,0,340,"(250,500]",1,"[1,10)",0,0,62,91-180,1,2,24,861,2,0,0,25,90,5,2,0,1,0,0,0,0,1
4078,full_active,0,0,0,7,"(0,10]",0,0,0,0,12,31-60,1,1,25,1001,2,0,0,34,218,6,0,0,0,0,0,0,0,0
4079,full_active,0,0,0,19,"(10,50]",6,"[1,10)",1,"[1,5)",356,181-365,1,4,8,301,1,0,0,12,77,5,2,0,0,0,0,0,0,0
4080,full_active,0,0,1,1638,500+,12,"[10,100)",3,"[1,5)",344,181-365,1,1,8,407,2,0,0,34,261,3,0,0,0,0,0,0,0,0
4081,full_active,0,0,0,203,"(150,250]",16,"[10,100)",10,"[5,30)",63,31-60,1,5,25,1028,0,0,0,12,338,3,3,0,1,0,0,0,0,0
4082,full_active,0,0,0,644,500+,4,"[1,10)",4,"[1,5)",342,181-365,1,1,13,561,0,0,1,16,136,3,0,0,1,0,0,0,0,0
4083,full_active,0,0,1,2,"(0,10]",9,"[1,10)",1,"[1,5)",259,181-365,0,1,17,625,1,0,0,34,20,6,3,0,0,0,1,0,0,0
4084,full_active,0,0,0,202,"(150,250]",0,0,0,0,328,181-365,0,3,13,537,1,0,1,0,100,6,4,0,0,0,0,0,0,0
4085,high_active,0,0,0,6,"(0,10]",1,"[1,10)",0,0,161,91-180,0,1,1,456,3,0,0,44,27,6,2,2,1,1,0,0,1,0
4086,full_active,0,0,0,55,"(50,100]",5,"[1,10)",0,0,223,181-365,0,6,8,308,1,0,0,25,143,1,2,0,0,0,0,0,0,0
4087,full_active,0,0,0,11,"(10,50]",0,0,0,0,96,91-180,0,3,25,1027,0,0,1,8,336,3,3,0,0,0,0,0,0,0
4088,full_active,0,0,0,45,"(10,50]",0,0,0,0,194,91-180,0,3,25,1020,0,0,1,37,287,1,2,0,0,0,0,0,0,0
4089,full_active,0,0,0,707,500+,1,"[1,10)",1,"[1,5)",100,61-90,0,3,8,172,2,0,1,6,186,6,2,0,1,0,1,0,0,0
4090,full_active,0,1,1,1399,500+,85,"[10,100)",85,"[60,120)",455,366-730,1,4,10,468,0,0,0,36,310,1,4,0,1,0,0,0,0,0
4091,full_active,0,0,0,36,"(10,50]",2,"[1,10)",1,"[1,5)",355,181-365,0,4,8,180,0,0,0,25,265,1,2,0,1,1,1,1,0,1
4092,full_active,0,0,1,11,"(10,50]",4,"[1,10)",1,"[1,5)",556,366-730,0,3,17,660,1,0,0,25,23,3,3,0,1,0,0,0,0,0
4093,full_active,0,0,1,350,"(250,500]",38,"[10,100)",17,"[5,30)",525,366-730,1,5,24,841,1,0,0,44,154,1,3,0,0,0,1,0,0,0
4094,high_active,0,0,1,2,"(0,10]",2,"[1,10)",1,"[1,5)",628,366-730,1,1,24,884,1,0,1,16,112,6,3,0,0,0,0,0,0,0
4095,full_active,0,0,0,19,"(10,50]",0,0,0,0,340,181-365,1,4,8,394,1,0,1,46,208,5,2,0,1,0,1,0,0,0
4096,full_active,0,0,1,8,"(0,10]",1,"[1,10)",0,0,58,61-90,0,2,17,660,1,0,1,20,58,5,2,0,1,0,0,0,0,0
4097,full_active,0,0,0,1508,500+,4,"[1,10)",3,"[1,5)",236,181-365,1,6,24,811,1,0,0,11,245,6,3,0,0,0,0,0,0,0
4098,full_active,0,0,0,10,"(0,10]",1,"[1,10)",0,0,44,31-60,0,1,25,1048,1,0,1,35,11,2,2,0,0,0,0,0,0,0
4099,full_active,0,0,0,63,"(50,100]",8,"[1,10)",2,"[1,5)",315,181-365,0,3,25,1044,0,0,0,25,188,4,2,0,1,0,0,0,0,0
4100,full_active,0,0,0,19,"(10,50]",9,"[1,10)",0,0,325,181-365,1,1,8,402,0,0,1,37,55,3,4,0,1,1,1,0,0,0
4101,full_active,0,0,0,64,"(50,100]",38,"[10,100)",29,"[5,30)",161,91-180,0,4,8,119,1,0,1,0,64,5,2,0,0,0,0,0,0,0
4102,full_active,0,0,1,13,"(10,50]",0,0,0,0,209,181-365,0,1,25,984,1,0,1,6,123,2,4,0,0,0,0,0,0,0
4103,full_active,0,0,0,99,"(100,150]",10,"[10,100)",0,0,304,181-365,0,1,8,240,1,0,1,37,139,4,2,0,0,0,0,0,0,0
4104,high_active,0,0,0,7,"(0,10]",3,"[1,10)",1,"[1,5)",144,91-180,0,1,24,820,2,0,1,6,144,6,4,0,0,0,1,0,0,0
4105,full_active,0,0,0,4,"(0,10]",9,"[1,10)",0,0,370,366-730,1,2,25,1014,2,0,1,6,123,2,2,0,1,1,1,0,1,1
4106,full_active,0,0,0,75,"(50,100]",6,"[1,10)",0,0,313,181-365,0,4,25,1010,0,0,1,16,211,6,3,0,0,0,0,0,0,0
4107,full_active,0,0,0,11,"(0,10]",1,"[1,10)",0,0,53,31-60,0,1,25,1019,0,0,1,7,56,5,2,0,0,0,0,0,0,0
4108,full_active,0,0,1,5,"(0,10]",2,"[1,10)",1,"[1,5)",368,181-365,1,2,8,304,0,0,1,6,314,3,3,0,0,0,0,0,0,0
4109,high_active,0,0,0,410,"(250,500]",1,"[1,10)",0,0,983,730+,1,4,15,104,0,0,1,19,151,5,2,0,0,1,0,0,0,1
4110,full_active,0,0,0,869,500+,22,"[10,100)",7,"[5,30)",396,366-730,1,3,8,143,0,0,0,40,92,4,3,0,0,0,0,0,0,0
4111,full_active,0,0,0,14,"(10,50]",6,"[1,10)",0,0,213,181-365,0,1,24,822,1,0,0,30,200,1,3,0,0,0,0,0,0,0
4112,full_active,0,0,0,140,"(100,150]",7,"[1,10)",0,0,354,181-365,1,3,24,928,1,0,0,33,177,3,0,0,0,0,0,0,0,0
4113,full_active,0,0,1,833,500+,120,"[100,1k)",120,250+,295,181-365,1,5,17,611,1,0,1,8,275,5,3,0,0,0,0,0,0,0
